,movie,year,imdb,metascore,votes,n_imdb
2644,We Are Your Friends,2015,6.2,46,30050,62.0
2645,"McFarland, USA",2015,7.4,60,29608,74.0
2646,Paul Blart: Mall Cop 2,2015,4.4,13,29094,44.0
2647,The Stanford Prison Experiment,2015,6.9,67,28753,69.0
2648,Mustang,2015,7.6,83,28292,76.0
2649,The Final Girls,2015,6.6,59,27774,66.0
2650,The Second Best Exotic Marigold Hotel,2015,6.6,51,27402,66.0
2651,Deadpool,2016,8.0,65,747460,80.0
2652,Batman v Superman: Dawn of Justice,2016,6.6,44,539206,66.0
2653,Captain America: Civil War,2016,7.8,75,512216,78.0
2654,Suicide Squad,2016,6.1,40,484966,61.0
2655,Arrival,2016,7.9,81,458567,79.0
2656,Doctor Strange,2016,7.5,72,434776,75.0
2657,Rogue One: A Star Wars Story,2016,7.8,65,434158,78.0
2658,La La Land,2016,8.1,93,382045,81.0
2659,Zootopia,2016,8.0,78,349759,80.0
2660,Hacksaw Ridge,2016,8.2,71,326229,82.0
2661,X-Men: Apocalypse,2016,7.0,52,324277,70.0
2662,Fantastic Beasts and Where to Find Them,2016,7.4,66,308984,74.0
2663,Passengers,2016,7.0,41,278096,70.0
2664,Split,2016,7.3,62,272598,73.0
2665,10 Cloverfield Lane,2016,7.2,76,240492,72.0
2666,The Jungle Book,2016,7.4,77,227493,74.0
2667,The Nice Guys,2016,7.4,70,218225,74.0
2668,The Accountant,2016,7.4,51,214267,74.0
2669,Warcraft: The Beginning,2016,6.9,32,212981,69.0
2670,Moonlight,2016,7.4,99,198722,74.0
2671,Star Trek: Beyond,2016,7.1,68,196938,71.0
2672,Moana,2016,7.6,81,196044,76.0
2673,Finding Dory,2016,7.3,77,194838,73.0
2674,Now You See Me 2,2016,6.5,46,193786,65.0
2675,Manchester by the Sea,2016,7.8,96,191659,78.0
2676,Nocturnal Animals,2016,7.5,67,180859,75.0
2677,Sully,2016,7.5,74,180594,75.0
2678,Jason Bourne,2016,6.6,58,177423,66.0
2679,Ghostbusters: Answer the Call,2016,5.3,60,172689,53.0
2680,The Conjuring 2,2016,7.4,65,170035,74.0
2681,Don't Breathe,2016,7.1,71,163799,71.0
2682,Lion,2016,8.1,69,162602,81.0
2683,The Promise,2016,6.1,49,161752,61.0
2684,Hell or High Water,2016,7.6,88,156756,76.0
2685,The Magnificent Seven,2016,6.9,54,155071,69.0
2686,Assassin's Creed,2016,5.8,36,154178,58.0
2687,Hidden Figures,2016,7.8,74,152493,78.0
2688,Me Before You,2016,7.4,51,148894,74.0
2689,The Secret Life of Pets,2016,6.5,61,147382,65.0
2690,Independence Day: Resurgence,2016,5.2,32,146973,52.0
2691,Sausage Party,2016,6.2,66,146584,62.0
2692,Captain Fantastic,2016,7.9,72,141933,79.0
2693,The Legend of Tarzan,2016,6.3,44,140086,63.0
2694,War Dogs,2016,7.1,57,139292,71.0
2695,The Girl on the Train,2016,6.5,48,135377,65.0
2696,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,130173,67.0
2697,Inferno,2016,6.2,42,124525,62.0
2698,Central Intelligence,2016,6.3,52,121839,63.0
2699,Deepwater Horizon,2016,7.2,68,121420,72.0
2700,London Has Fallen,2016,5.9,28,116196,59.0
2701,Allied,2016,7.1,60,112124,71.0
2702,Snowden,2016,7.3,58,106414,73.0
2703,Jack Reacher: Never Go Back,2016,6.1,47,106163,61.0
2704,Kung Fu Panda 3,2016,7.1,66,104899,71.0
2705,"Hail, Caesar!",2016,6.3,72,103975,63.0
2706,Sing,2016,7.1,59,100531,71.0
2707,Your Name.,2016,8.4,79,100472,84.0
2708,The Great Wall,2016,6.0,42,100279,60.0
2709,The Shallows,2016,6.3,59,97138,63.0
2710,13 Hours,2016,7.3,48,94727,73.0
2711,Kubo and the Two Strings,2016,7.8,84,94723,78.0
2712,Neighbors 2: Sorority Rising,2016,5.7,58,93533,57.0
2713,Nerve,2016,6.6,58,93269,66.0
2714,Dirty Grandpa,2016,5.9,21,92788,59.0
2715,Bad Moms,2016,6.2,60,91488,62.0
2716,Train to Busan,2016,7.5,72,91023,75.0
2717,Lights Out,2016,6.3,58,90951,63.0
2718,Gods of Egypt,2016,5.4,25,87632,54.0
2719,Allegiant,2016,5.7,33,86193,57.0
2720,The 5th Wave,2016,5.2,33,84836,52.0
2721,The Founder,2016,7.2,66,83895,72.0
2722,Swiss Army Man,2016,7.0,64,81937,70.0
2723,Why Him?,2016,6.2,39,81603,62.0
2724,Money Monster,2016,6.5,55,81080,65.0
2725,The Huntsman: Winter's War,2016,6.1,35,80086,61.0
2726,Silence,2016,7.2,79,76883,72.0
2727,Hunt for the Wilderpeople,2016,7.9,81,76789,79.0
2728,Fences,2016,7.2,79,76629,72.0
2729,The Brothers Grimsby,2016,6.2,44,76232,62.0
2730,The Edge of Seventeen,2016,7.4,77,74155,74.0
2731,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,6.0,40,72152,60.0
2732,Alice Through the Looking Glass,2016,6.2,34,71705,62.0
2733,Collateral Beauty,2016,6.8,23,70199,68.0
2734,The Purge: Election Year,2016,6.0,55,69994,60.0
2735,How to Be Single,2016,6.1,51,69269,61.0
2736,Mike and Dave Need Wedding Dates,2016,6.0,51,69045,60.0
2737,Eddie the Eagle,2016,7.4,54,68982,74.0
2738,Sing Street,2016,8.0,79,68204,80.0
2739,Resident Evil: The Final Chapter,2016,5.6,49,67837,56.0
2740,Patriots Day,2016,7.4,69,67347,74.0
2741,The Neon Demon,2016,6.2,51,65558,62.0
2742,The Angry Birds Movie,2016,6.3,43,65363,63.0
2743,Midnight Special,2016,6.6,76,64437,66.0
2744,Hush,2016,6.6,67,64345,66.0
2745,The BFG,2016,6.4,66,63868,64.0
2746,A Monster Calls,2016,7.5,76,63200,75.0
2747,The Handmaiden,2016,8.1,84,63194,81.0
2748,The Autopsy of Jane Doe,2016,6.8,65,62906,68.0
2749,The Boy,2016,6.0,42,62326,60.0
2750,A Cure for Wellness,2016,6.4,47,62118,64.0
2751,Mechanic: Resurrection,2016,5.7,38,60865,57.0
2752,Jackie,2016,6.7,81,60391,67.0
2753,The Lost City of Z,2016,6.6,78,58816,66.0
2754,Trolls,2016,6.5,56,57815,65.0
2755,Underworld: Blood Wars,2016,5.8,23,57301,58.0
2756,Café Society,2016,6.6,64,57298,66.0
2757,The Infiltrator,2016,7.0,66,57115,70.0
2758,Triple 9,2016,6.3,52,56699,63.0
2759,Zoolander 2,2016,4.7,34,56542,47.0
2760,Bridget Jones's Baby,2016,6.6,59,54110,66.0
2761,The Finest Hours,2016,6.8,58,52568,68.0
2762,Office Christmas Party,2016,5.8,42,49732,58.0
2763,Elle,2016,7.2,89,49500,72.0
2764,Blood Father,2016,6.4,66,48511,64.0
2765,Criminal,2016,6.3,36,47714,63.0
2766,Paterson,2016,7.4,90,47637,74.0
2767,Keeping Up with the Joneses,2016,5.9,34,47254,59.0
2768,Storks,2016,6.8,56,46484,68.0
2769,Pete's Dragon,2016,6.7,71,45899,67.0
2770,Ride Along 2,2016,5.9,32,45048,59.0
2771,Everybody Wants Some!!,2016,7.0,83,44794,70.0
2772,Colossal,2016,6.2,70,44762,62.0
2773,Gold,2016,6.7,49,44731,67.0
2774,Whiskey Tango Foxtrot,2016,6.6,57,43653,66.0
2775,Ice Age: Collision Course,2016,5.7,34,43541,57.0
2776,Miss Sloane,2016,7.5,64,43517,75.0
2777,Live by Night,2016,6.4,49,42812,64.0
2778,Pride and Prejudice and Zombies,2016,5.8,45,42218,58.0
2779,The Fundamentals of Caring,2016,7.3,55,41806,73.0
2780,Ouija: Origin of Evil,2016,6.1,65,41712,61.0
2781,Raw,2016,7.0,81,41344,70.0
2782,Popstar: Never Stop Never Stopping,2016,6.7,68,41060,67.0
2783,Florence Foster Jenkins,2016,6.9,71,40729,69.0
2784,The Girl with All the Gifts,2016,6.7,67,40666,67.0
2785,Masterminds,2016,5.8,47,40470,58.0
2786,The Light Between Oceans,2016,7.2,60,40398,72.0
2787,Free State of Jones,2016,6.9,53,39450,69.0
2788,"I, Daniel Blake",2016,7.9,78,38764,79.0
2789,Keanu,2016,6.3,63,38595,63.0
2790,The Salesman,2016,7.8,85,35749,78.0
2791,The Boss,2016,5.4,40,35505,54.0
2792,Ben-Hur,2016,5.7,38,35280,57.0
2793,Imperium,2016,6.5,68,34721,65.0
2794,Toni Erdmann,2016,7.4,93,34661,74.0
2795,Anthropoid,2016,7.2,59,34243,72.0
2796,The Forest,2016,4.8,34,34091,48.0
2797,Blair Witch,2016,5.0,47,33681,50.0
2798,The Belko Experiment,2016,6.1,44,33531,61.0
2799,Meet the Blacks,2016,6.2,26,32988,62.0
2800,A Hologram for the King,2016,6.1,58,32735,61.0
2801,Morgan,2016,5.8,48,32307,58.0
2802,Free Fire,2016,6.4,63,31663,64.0
2803,The Do-Over,2016,5.7,22,29940,57.0
2804,The Wailing,2016,7.4,81,28885,74.0
2805,Race,2016,7.1,56,28618,71.0
2806,Before I Wake,2016,6.2,68,28142,62.0
2807,The Take,2016,6.3,48,27865,63.0
2808,American Honey,2016,7.0,79,27785,70.0
2809,Logan,2017,8.1,77,495008,81.0
2810,Wonder Woman,2017,7.5,76,424943,75.0
2811,Dunkirk,2017,8.0,94,404447,80.0
2812,Star Wars: The Last Jedi,2017,7.3,85,400103,73.0
2813,Guardians of the Galaxy Vol. 2,2017,7.7,67,395500,77.0
2814,Thor: Ragnarok,2017,7.9,74,361496,79.0
2815,Spider-Man: Homecoming,2017,7.5,73,341811,75.0
2816,Get Out,2017,7.7,84,318614,77.0
2817,Blade Runner 2049,2017,8.1,81,313668,81.0
2818,Baby Driver,2017,7.7,86,310995,77.0
2819,It,2017,7.4,69,290288,74.0
2820,Justice League,2017,6.6,45,266729,66.0
2821,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,256371,82.0
2822,John Wick: Chapter 2,2017,7.5,75,235918,75.0
2823,The Shape of Water,2017,7.4,87,233177,74.0
2824,Beauty and the Beast,2017,7.2,65,211250,72.0
2825,Kong: Skull Island,2017,6.7,62,210843,67.0
2826,Alien: Covenant,2017,6.4,65,204071,64.0
2827,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,200534,66.0
2828,Coco,2017,8.4,81,197852,84.0
2829,Kingsman: The Golden Circle,2017,6.8,44,190234,68.0
2830,Jumanji: Welcome to the Jungle,2017,7.0,58,184095,70.0
2831,War for the Planet of the Apes,2017,7.5,82,178324,75.0
2832,The Fate of the Furious,2017,6.7,56,163941,67.0
2833,Life,2017,6.6,54,160839,66.0
2834,Ghost in the Shell,2017,6.4,52,156236,64.0
2835,King Arthur: Legend of the Sword,2017,6.8,41,151823,68.0
2836,Murder on the Orient Express,2017,6.5,52,145062,65.0
2837,The Greatest Showman,2017,7.7,48,140338,77.0
2838,The Hitman's Bodyguard,2017,6.9,47,137594,69.0
2839,The Mummy,2017,5.5,34,136533,55.0
2840,Lady Bird,2017,7.5,94,135961,75.0
2841,Wind River,2017,7.8,73,133298,78.0
2842,Bright,2017,6.4,29,130725,64.0
2843,Atomic Blonde,2017,6.7,63,129170,67.0
2844,Mother!,2017,6.7,75,125379,67.0
2845,Valerian and the City of a Thousand Planets,2017,6.5,51,121529,65.0
2846,Call Me by Your Name,2017,8.0,93,115784,80.0
2847,Baywatch,2017,5.6,37,111161,56.0
2848,American Made,2017,7.2,65,107680,72.0
2849,Darkest Hour,2017,7.4,75,104803,74.0
2850,Transformers: The Last Knight,2017,5.2,27,102759,52.0
2851,The Lego Batman Movie,2017,7.3,75,102133,73.0
2852,"I, Tonya",2017,7.5,77,100826,75.0
2853,The Dark Tower,2017,5.7,34,93691,57.0
2854,The Big Sick,2017,7.6,86,89705,76.0
2855,Logan Lucky,2017,7.0,78,87647,70.0
2856,The Disaster Artist,2017,7.5,76,87605,75.0
2857,Power Rangers,2017,6.0,44,83877,60.0
2858,T2 Trainspotting,2017,7.2,67,83654,72.0
2859,Wonder,2017,8.0,66,81874,80.0
2860,The Boss Baby,2017,6.3,50,81429,63.0
2861,The Post,2017,7.2,83,80822,72.0
2862,Despicable Me 3,2017,6.3,49,76970,63.0
2863,Molly's Game,2017,7.5,71,73553,75.0
2864,Fifty Shades Darker,2017,4.6,33,73458,46.0
2865,Annabelle: Creation,2017,6.6,62,73254,66.0
2866,xXx: Return of Xander Cage,2017,5.2,42,70990,52.0
2867,Gifted,2017,7.6,60,70201,76.0
2868,What Happened to Monday,2017,6.9,47,68020,69.0
2869,The Foreigner,2017,7.0,55,67679,70.0
2870,The Killing of a Sacred Deer,2017,7.1,73,66385,71.0
2871,Phantom Thread,2017,7.6,90,64438,76.0
2872,The Circle,2017,5.3,43,63522,53.0
2873,Geostorm,2017,5.3,21,62943,53.0
2874,Okja,2017,7.4,75,61641,74.0
2875,Happy Death Day,2017,6.5,57,59401,65.0
2876,Death Note,2017,4.6,43,59289,46.0
2877,It Comes at Night,2017,6.2,78,58832,62.0
2878,Going in Style,2017,6.6,50,57995,66.0
2879,The Florida Project,2017,7.6,92,54498,76.0
2880,Downsizing,2017,5.7,63,53863,57.0
2881,Shot Caller,2017,7.3,59,48155,73.0
2882,Cars 3,2017,6.8,59,47963,68.0
2883,Gerald's Game,2017,6.6,77,47942,66.0
2884,American Assassin,2017,6.2,45,47010,62.0
2885,Jigsaw,2017,5.8,39,45784,58.0
2886,A Dog's Purpose,2017,7.0,43,45782,70.0
2887,The Mountain Between Us,2017,6.4,48,44715,64.0
2888,All the Money in the World,2017,6.9,72,43513,69.0
2889,The Death of Stalin,2017,7.2,88,41341,72.0
2890,Good Time,2017,7.3,80,41283,73.0
2891,The Emoji Movie,2017,3.1,12,40918,31.0
2892,You Were Never Really Here,2017,6.9,84,37837,69.0
2893,The Snowman,2017,5.1,23,37754,51.0
2894,A Ghost Story,2017,6.9,84,37586,69.0
2895,The Ritual,2017,6.3,57,37459,63.0
2896,The Beguiled,2017,6.3,77,36506,63.0
2897,The Space Between Us,2017,6.4,33,35468,64.0
2898,Daddy's Home 2,2017,6.0,30,34743,60.0
2899,Brawl in Cell Block 99,2017,7.1,79,34663,71.0
2900,The Square,2017,7.3,73,34383,73.0
2901,Battle of the Sexes,2017,6.7,73,33720,67.0
2902,Rough Night,2017,5.2,51,33688,52.0
2903,Detroit,2017,7.4,77,33344,74.0
2904,Before I Fall,2017,6.4,58,32952,64.0
2905,Pitch Perfect 3,2017,5.9,40,32751,59.0
2906,47 Metres Down,2017,5.7,52,32656,57.0
2907,Hostiles,2017,7.2,65,32251,72.0
2908,Paddington 2,2017,7.9,88,31582,79.0
2909,Only the Brave,2017,7.7,72,31529,77.0
2910,CHIPS,2017,6.0,28,31453,60.0
2911,I Don't Feel at Home in This World Anymore.,2017,7.0,75,30742,70.0
2912,Rings,2017,4.5,25,30499,45.0
2913,Fist Fight,2017,5.6,37,30497,56.0
2914,War Machine,2017,6.0,56,30283,60.0
2915,Loving Vincent,2017,7.9,62,29684,79.0
2916,Ferdinand,2017,6.7,58,29543,67.0
2917,Jungle,2017,6.7,48,29034,67.0
2918,Mudbound,2017,7.4,85,27245,74.0
2919,Flatliners,2017,5.2,27,27165,52.0
2920,To the Bone,2017,6.9,64,27151,69.0
2921,Snatched,2017,4.4,45,26767,44.0
2922,The Zookeeper's Wife,2017,7.0,57,26641,70.0
2923,1922,2017,6.3,70,26628,63.0
2924,The House,2017,5.6,30,26537,56.0
2925,Stronger,2017,7.0,76,25378,70.0
2926,Kidnap,2017,5.9,44,25079,59.0
2927,Girls Trip,2017,6.2,71,24702,62.0
2928,The Meyerowitz Stories (New and Selected),2017,7.0,79,24624,70.0
2929,A Bad Moms Christmas,2017,5.5,42,24199,55.0
2930,Suburbicon,2017,5.6,42,23491,56.0
2931,The Shack,2017,6.3,32,22586,63.0
2932,Sleepless,2017,5.6,34,22515,56.0
2933,Icarus,2017,8.0,68,22220,80.0
2934,Ingrid Goes West,2017,6.7,71,21677,67.0
2935,The Discovery,2017,6.3,54,21326,63.0
2936,The Ottoman Lieutenant,2017,6.8,26,21098,68.0
2937,"Everything, Everything",2017,6.4,52,20964,64.0
2938,Victoria & Abdul,2017,6.8,58,19680,68.0
2939,Captain Underpants: The First Epic Movie,2017,6.2,69,19232,62.0
2940,Table 19,2017,5.8,40,19174,58.0
2941,Unlocked,2017,6.2,46,19082,62.0
2942,Loveless,2017,7.7,86,18277,77.0
2943,The Wall,2017,6.2,57,17542,62.0
2944,Home Again,2017,5.7,41,17025,57.0
2945,Cargo,2017,6.3,65,16913,63.0
2946,The Glass Castle,2017,7.2,56,16884,72.0
2947,"Roman J. Israel, Esq.",2017,6.4,58,16825,64.0
2948,All Eyez on Me,2017,5.8,38,16215,58.0
